id,verb,object,detail
393,have,no qualm,smuggling software
393,have,your system,recording information
393,advert,the start page,your browser
393,belong,the spyware adware category,spyware
393,remove,your pc trace,the registry
395,stop,virus,malware
395,access,your computer,t
396,isolate,the rest,your computer
397,offer,free antivirus protection,the protection
397,offer,expensive security suite,NA
399,set,virus,a schedule
400,spyware,scanner detects,clean malware infection
400,spyware,pc registry,disk
401,cloud,based antivirus,detects
401,scan,malicious file,a user
401,have,date,virus
402,detect,zero day malware,NA
403,cloud,based whitelisting,trusted publisher
403,identify,a safe file,vendor
404,interfere,a user s gaming experience,such a alert virus database update
404,update,scheduled scan,NA
405,provide,user,the ability
405,lockdown,their pc,only known good application
406,make,your pc,one simple button
407,forget,antivirus,NA
408,get,the most current protection,new viral strain
409,change,the behavior,antivirus
409,reflect,your security preference,any given time
410,prevent,virus spyware ransomware,other malware
410,infect,your pc mac tablet,smartphone
411,have,the latest software,total defense
411,release,a new feature,your product
412,auto,scanning,usb
412,auto,drive block portable malware,your pc
413,monitor,the status,your system
413,provide,real time report,user activity and system alert
413,receive,a consolidated report,the protection
413,receive,the product update,NA
414,auto,update product,the internet constant protection
414,update,new virus spyware,other type
415,enhance,the fastest scan engine,it class
415,certify,virus bulletin checkmark  vista,microsoft
416,ensure,complete protection,all time
417,slow,your system,the smallest memory footprint
417,protect,a program size,NA
418,stop,unwanted program,your approval
418,certify,checkmark,NA
419,stop,all type,malware
419,rootkit,key logger exploit,NA
420,e,mail scannr,e mail
420,scan,attachment,NA
421,check,the overall condition,your computer health
421,check,safety,one click
422,integrate,award,antivirus engine
422,win,cloud scan engine qvmii ai engine avira,bitdefender
422,provide,virus detection and protection capability,NA
423,optimize,your system service boot up item,plugins
423,shorten,your boot time,NA
424,cleanup,your disk space,junk file
424,remove,plugin,system performance
424,decide,which area,file
425,offer,different user selectable mode performance balanced security,custom
425,offer,each mode,a different level
425,offer,malware phishing attack,backdoor
426,protect,all communication channel e mail,NA
427,imap,msn yahoo aol,NA
428,improve,protection,virus worm rootkits
429,spyware,dialers,backdoor
430,search,all compressed file,archive
431,doublescan,best award,virus detection
432,outbreakshield,immediate protection,NA
433,quickest,reaction,new virus attack
435,find,loaded rootkits,NA
436,e,mail virus blockr,outlook outlook express
437,blocker,instant messaging msn yahoo aol,NA
438,system,protection monitor registry,host file
441,virus,signature software update,NA
442,technical,support,e mail
442,technical,phone,NA
443,scan,virus trojan worm spyware adware,malware
444,perform,complete pc scan,malware presence
445,malware,signature database,over ten thousand entry
445,contain,real world threat,NA
446,malware,signature database,information
446,include,latest threat,NA
447,clean,your computer,report
447,provide,any virus,NA
448,clean,all illegal dialers,your computer
449,clear,any background illegal sniffer,tool
449,run,the memory,your computer
450,add,this utility,the startup list
450,add,program,your computer
451,download,this utility,the latest updated list
451,update,virus,your computer
451,clean,all known virus,NA
452,comprehensive,spyware detection,removal
452,provide,complete protection,spyware adware keyloggers remote access trojan rat
452,provide,browser hijacker,NA
453,protect,your pc,new spyware threat
454,active,protection,active pest
454,kill,memory and zap spyware cooky,NA
455,cover,the latest spyware threat,NA
456,detailed,scan result,the specific threat level
456,deliver,any pest,our pest database
456,link,more information,NA
457,trust,your security,the industry s largest research team
458,provide,a user friendly graphical user interface,the need
458,suit,both the novice and expert user,this gui
459,provide,the proactive scan feature,any change
459,take,place,the registry
459,notify,any application,nature
460,provide,a two way inbuilt firewall,both the incoming outgoing network activity
460,monitor,the system,the computer
460,safeguard,network based attack,NA
461,equip,the cache technology,system resource
461,scan,usb,spyware
462,doe,file application email email attachment,website
462,use,the microworld winsock layer mwl technology,NA
463,provide,multi level protection,virus trojan worm spyware
463,provide,many more information security threat,various technology
463,use,such a application control mwl technology nilp technology,firewall
464,automatic,hourly program,zero day threat
465,provide,the clock free telephonic and online technical support,NA
466,usbshield,monitor,real time
466,usbshield,your computer,all threat
466,take,usb drive,innovative proactive technology
466,require,no signature update,NA
467,suspect,your computer,an on demand computer
468,provide,information,program
468,run,your computer,NA
469,find,the suspicious process,information
469,inquire,the process,NA
470,remove,usb disk,unlock button
471,setup,the usb device security,theft
471,prevent,information,NA
472,stay,the temporary internet directory repairsystem,malicious change
472,restore,your computer,delete unnecessary file
473,disable,the autorun facility,window
473,block,the malicious program,usb
473,infect,drive acquire,NA
474,disable,autorun,usb
474,create,directory,autorun inf
474,name,your drive,NA
475,free,scanner,infection
475,clean,anti malware anti virus,NA
476,cut,edge,malware detection
479,guard,file  behavior blocker,surf protection
480,compare,all file,about million pattern
480,start,known malicious software,NA
481,unlike,conventional protection system,anti malware
481,unlike,doe,file
481,monitor,the behavior,all active program
481,raise,an alarm,a something
482,disable,advance website,trojan
482,plant,spyware,deceptive content
482,block,the surf protection,NA
483,update,at least time,day
483,update,combination,the zero day protection
484,clean,every infection,NA
485,detect,the scanner,the found object
485,find,quarantine,NA
486,hold,plenty,advanced option
486,hold,expert,this purpose
486,detect,the integrated system analysis tool hijackfree,process service auto
486,have,open port browser plug,lsps
489,emsisoft,anti malware,a guard
489,block,all dangerous program,a chance
489,cause,any damage,the unique new emsisoft anti malware behavior blocker module
489,perform,a potentially dangerous operation,every program
489,appear,first sight,NA
491,select,this option,particular specific behavior
491,allow,a program,certain situation
491,contain,a function,a damaging function
491,report,this action,dangerous behavior
492,select,this option,a particular program
492,use,this feature,child protection
492,prevent,other pc user,a particular application
493,select,this option,an application
493,exclude,the monitoring process,any damaging action
494,use,the application rule,specific program
494,protect,third party manipulation,example
494,prevent,mamutu,malware
494,terminate,order,the protection
494,protect,your browser,other important program
495,emsisoft,anti malware,the majority
495,set,the user,expert
495,allow,the software,their personal need
495,contain,extended information,NA
496,base,decision,NA
497,make,use,the intelligence
497,make,the mass,a recommendation
497,base,the decision,other user
497,raise,a clearly understandable graphic,the percentage
497,perform,each possible action,the behavior
497,allow,the alerted program,other behavior type
497,monitor,completely trusted block,process
497,place,quarantine,file
498,define,a particular percentage value,the application
498,permit,example,e g
498,classify,a background updater,a smooth workflow
498,ensure,annoying popups,sometimes difficult decision
498,make,unknown process,the transfer
498,deactivate,any time,NA
499,free,personalized update,the meaning
499,feel,real personal protection,submit state feature
499,submit,your information,u
499,submit,click,your trouble
499,exterminate,next day database update,NA
500,need,don t,your system resource
500,waste,always running application,NA
501,s,modern world,online commerce
502,huge,anti malware database,this guarantee removal
503,free,everyday database update,your protection
504,compatible,other security suite,NA
505,hour,customer support service,NA
507,open,email attachment,your computer
507,use,any fear,virus infection spyware intrusion
508,protect,your privacy,spyware
508,prevent,hacker,your computer
509,deepguard,new proactive  technology,any unknown threat
510,performance,the anti virus software,the scene
511,enhance,detection performance,reduced system
512,automate,all key task,your computer
512,keep,data,virus
513,keep,the unknown targeted attack,zero day attack
513,call,rootkits,NA
514,web,traffic,website
514,infect,your computer,the website
515,identify,different type,malware
515,bring,malware detection,disinfection
516,secure,network based recognition,suspicious software
516,improve,the accuracy,speed
516,improve,response,new outbreak
517,security,news,virus outbreak
517,deliver,your computer,NA
518,immediate,reaction time,fast cure
518,immediate,new and emerging threat,f secure research team
520,automatic,protection,virus malware
520,automatic,online threat,NA
521,secure,internet surfing,browsing protection
523,secure,online banking,banking protection
524,protect,child,NA
525,protection,doesn t,your computer
527,protect,your online surfing,a powerful way
527,protect,iobit malware fighter,the world s leading bitdefender anti virus engine
527,enhance,iobit anti malware engine,the database
527,expand,time,NA
528,change,your web browser s homepage and default search provider,a different one
528,change,your permission,the enhanced anti tracking browser protection
528,track,iobit malware fighter,homepage hijacking and default search engine modification
528,prevent,major browser,chrome ie firefox
528,include,edge,online experience
529,get,trouble,iobit malware fighter
529,improve,the security guard function,better real time privacy protection
529,block,more malware,virus
529,block,proactively the enhanced protection,the malicious tracking data
529,protect,your privacy,password
529,protect,all kind,account
529,leave,no room,all threat
530,iobit,malware fighter,all mainstream antivirus product
530,assist,your antivirus product,your pc
530,ensure,top security,the brand
530,read,new ui design,addition
530,minimize,the resource usage,the scan speed
530,enhance,smoother pc experience,NA
531,edge,protection,a proactive technology
531,defend,zero day threat,any web browser
531,component,drive,download attack
532,vipre,user interface,vipre
532,manage,quickly select or schedule scan,current definition update customize
532,check,patch,NA
533,scan,your facebook page,bad link
533,infect,pc,malware
533,infect,virus,trojan
533,expose,your friend,other online threat
534,browse,the web,link
534,infect,your pc,virus trojan
534,infect,other online threat,NA
535,remove,virus spyware rootkits bot trojan,all other type
535,remove,internet security issue,NA
536,ensure,a smooth trouble free installation process,potential software conflict
537,leverage,multiple detection method,internet security issue
537,include,zero day attack,real time
538,combine,advanced antivirus,anti spyware technology
538,provide,complete security,t
538,slow,your pc,NA
539,scan,usb flash drive,other removable drive
539,file,threat,your pc
540,remove,malware,unauthorized access
540,hide,your pc,NA
541,protect,email virus,outlook outlook express
542,window,mail,any email program
543,add,an erase file option,your window s explorer menu
543,add,all trace,a file
544,remove,browsing and search history,the history
544,store,many popular application,NA
545,computer,protection,your computer
545,protect,known and new threat,each type
545,process,a separate application component,this structure
545,allow,a flexible configuration,the application
545,depend,the need,any specific
546,virus,scan task,individual file folder drive area
546,scan,the entire computer,virus
547,up,date,internal application module
547,ensure,database,malicious program
548,file,anti virus,the file system
548,monitor,the computer,all file
548,save,your computer,all connected disk drive computer protection
548,intercept,each attempt,a file
548,scan,such file,known virus
548,treat,the application,any reason
548,delete,a copy,the backup
548,move,the quarantine,NA
549,mail,anti virus,all incoming and outgoing email message
549,scan,your computer,email
549,analyze,malicious program,the email
549,contain,dangerous object,the component
550,web,anti virus,intercept
550,web,block script,website
550,pose,a threat,all http traffic
550,pose,a thorough monitoring,the component
550,analyze,web page,NA
551,m,anti virus,the safe use
551,ensure,internet pager,the component
551,protect,information,your computer
551,ensure,safe operation,various application
551,ensure,instant messaging,NA
552,application,control,the action
552,perform,the system,the application activity
552,base,which group,the component
552,assign,a set,rule
552,define,each group,application access
552,manage,various resource,NA
553,ensure,security,your work
553,ensure,local network,the internet
553,use,rule,two type rule
553,use,application and packet rule,NA
554,detect,a new malicious program,malicious activity
554,perform,the component,monitoring
554,analyze,the behavior,all application
554,instal,your computer,the action
554,perform,computer protection,a decision
554,make,the application,known virus
554,know,new one,a well
555,track,incoming network traffic,activity
555,track,once an attempt,your computer
555,detect,computer protection,any network activity
555,block,the attacking computer,NA
556,anti,spam integrates,the mail client
556,instal,your computer,all incoming email message
556,monitor,all message,a special header
556,mark,the option,anti spam
556,configure,spam processing,a special folder
556,provide,the component,email message
557,view,information,network activity
557,view,real time mode,NA
558,integrate,web anti virus anti spam,anti virus
558,check,web address,the list
558,include,phishing and suspicious web address,NA
559,anti,banner block advertising information,banner
559,build,interface,various program
559,instal,your computer,NA
560,computer,protection,data
560,store,your computer,malware
560,ensure,secure access,the local network
560,ensure,the internet,NA
561,file,personal data parameter,access
561,file,different resource user name,password information
561,provide,file anti virus application control,proactive defense
562,instal,your computer,operating system
562,provide,mail anti virus web anti virus,anti virus application control proactive defense network attack blocker
562,m,anti spa,NA
563,use,e payment system email protection,spam and virus etc protection
563,use,these object,mail anti virus web anti virus
563,provide,anti virus firewall network attack blocker anti spam network monitor anti banner,NA
564,computer,protection,data
564,store,your computer,malware
564,ensure,secure access,the local network
564,ensure,the internet,NA
565,file,personal data parameter,access
565,file,different resource user name,password information
565,provide,file anti virus application control,proactive defense
566,instal,your computer,operating system
566,provide,mail anti virus web anti virus,anti virus application control proactive defense network attack blocker
566,m,anti spa,NA
567,use,e payment system email protection,spam and virus etc protection
567,use,these object,mail anti virus web anti virus
567,provide,anti virus firewall network attack blocker anti spam network monitor anti banner,NA
568,application,activity,the component
568,control,the action,application
568,perform,the system,the application activity
568,base,which group,a set
568,belong,rule,each group
568,manage,application access,various resource
569,digital,identity protection application control,right
569,digital,application,action
569,perform,the user s personal data,file folder
569,include,registry key,the setting
569,contain,important data,the most frequently used application
569,use,a user s file,my document folder cooky information
570,run,the application computer protection,the maximum security
570,ensure,operating system object,the user s personal data
570,run,unknown application,the protected virtual environment
571,view,information,network activity
571,view,real time,the network monitor link
571,use,the computer protection main window,NA
572,establish,your computer,NA
574,hold,information,all inbound and outbound connection
574,establish,your computer,other computer
574,include,web server mail server,NA
576,scan,your computer,virus
576,scan,order,the possibility
576,discover,security component,example
576,low,other reason,NA
577,object,scan scan,object
577,select,the user,any object
577,scan,the computer s file system,NA
578,scan,a thorough ,the entire system
578,scan,the following object,default system memory program
578,load,startup system backup email database,hard drive removable storage medium and network drive
579,quick,scan virus,operating system
579,quick,startup object,NA
580,shredder,secure file deletion,NA
581,detect,unknown threat,NA
582,scan,cleaning,the window registry
583,patch,proof,strong signature
584,analysis,tool,connection
584,startup,process,NA
585,secure,detection,deletion
585,secure,dll trojan,NA
586,generic,crypter detection,emulation
587,escan,protection center,a virus monitor
587,keep,monitoring file,the user
587,access,this help,any file
587,take,the necessary action,the escan protection center
587,take,a one,access
587,click,the virus monitor,demand scanner
587,equip,cache technology,NA
588,control,a combination,technology
588,check,realtime blackhole list rbl,certain word
588,check,phrase,that mail
588,specify,such word,the subject header
589,provide,a highly advanced feature,non business and offensive content
589,access,employee,an organization
589,base,the word,phrase
589,appear,such website,algorithm
589,avoid,this process,this same feature
589,use,advanced parental control,kid
589,safeguard,accessing website,adult content
590,act,a a central dashboard,the system administrator
590,install,software distribute update upgrade,all machine
590,install,your network,integrated security policy
590,integrate,the entire organization network,NA
591,access,the management console,a remote location
591,perform,management task,remote technical support
591,help,the software operation,installation uninstallation
591,manage,this feature,the administrator
592,pop,window,the internet
592,browse,many site,a number
592,disturb,your activity,the computer
592,click,lead,website
592,contain,malicious content escan,a complete solution
592,offer,this problem,a complete pop up blocker option
593,give,the best ever performance,this module
594,escan,browser cleanup feature,an easy and automatic mean
594,protect,your privacy,such a way
594,erase,detail,site
594,erase,web page,feature
594,remove,track,your normal offline activity
594,open,closing file,delete operation
594,remove,your hard disk,NA
595,data,theft and virus infection,the rise
595,data,usb firewire based portable storage device,such a flash drive pen drive portable hard disk etc escan s new feature
595,provide,endpoint security,your organization
595,provide,password protection,NA
596,escan,built firewall monitor,both incoming and outgoing network activity
596,log,the system,all network based attack
596,be,different set,rule
596,be,such a trojan rule zone rule expert rule application rule,mac address
596,trust,local ip list,any incoming and outgoing traffic
597,monitor,the registry,any change
597,warn,the user,the registry escan
597,warn,the application,nature
598,asset,management,the system information tool
598,do,this tool,the system administrator
598,know,the hardware,software
598,deploy,the network,NA
599,display,all the module,protection scan
600,provide,escan,both the software
600,spam,definition,the virus signature
600,update,instant protection,existing and emerging threat
601,choose,the language,the software
601,instal,english german finnish french italian portuguese spanish polish chinese,latin spanish
602,escan,many other feature,optimal control
602,offer,virus scanning,content security related activity
602,relate,remote access file,specific file
602,modify,remote user,your network
603,escan,remote support,the help
603,work,remote desktop connection,escan support technician
603,enable,access computer,problem
603,troubleshoot,this help,efficiency
604,auto,restore utility,all the frequently used file
604,take,file,an encrypted form
604,encrypt,an infection,escan s auto back up restore utility
604,restore,all the clean file,real time
604,format,the system,NA
605,scan,all mail,lotus domino
605,pass,virus,NA
606,scan,virus document,the user base
607,cure,deletes,NA
609,save,result,the log file
610,browse,speed,NA
611,use,competing product,NA
612,pc,security,industry leading virus spyware
612,lead,firewall protection,NA
613,block,fraudulent web site,verifies
614,manage,user name,password
615,phishe,protection guard,online attempt
615,steal,your personal information,fraudlent website
615,block,verifies,NA
616,protect,photo music,document
616,protect,automated backup,NA
617,support,new backup destination,blu ray disc hd dvd
618,back,your critical file,NA
619,include,gb,secured online storage
619,include,option,additional storage
620,view,your wireless network,each device
621,display,the security status,all the norton product
621,display,your network,NA
622,connect,an unsecured wireless network,NA
623,browser,protection protects,web based drive
623,base,downloads,vulnerability
623,use,your browser,malware
623,insert,your pc,NA
624,maintain,your pc,peak performance
625,clean,unnecessary internet clutter,temporary file
626,optimize,window performance,unneeded registry file
627,fast,access,expert support
627,fast,email,live chat
628,include,new product,the renewable service period
629,ongoing,protection,your computer
629,protect,the latest internet risk,your subscription
629,renew,the regular subscription price plus applicable tax,don t
630,download,the norton,pack
631,pc,tool antivirus detects,eradicates virus
631,pc,related malware threat,computer system
631,enter,mean,file transfer
631,provide,demand system,real time
632,protect,your system,the latest virus
632,protect,related malware threat,a improvement
632,keep,new infection,NA
633,apply,demand,intelliguard scan detection
633,customize,a range,generic and global setting
633,affect,the overall behavior,pc tool antivirus
634,pc,tool antivirus,detected virus
634,detect,related malware,your system
634,quarantine,a contained area,the majority
634,restore,a later time,pc tool antivirus
634,quarantine,malware item,a scan
635,conduct,pc tool antivirus,a record
635,provide,each scan,the infection
635,conduct,infection,NA
636,allow,user,limited permission
636,scan,all area,the operating system
636,ensure,thorough removal,virus
636,ensure,other related malware threat,NA
637,restrict,access,website
637,infect,your pc,virus
637,give,your personal or financial information,hacker
638,cloud,based email security,spam phishing
638,prevent,infected email,your inbox
639,secure,your financial detail,the internet
639,launch,this antivirus feature,a safe desktop session
639,begin,the supported internet browser,internet threat
639,prevent,such a phishing,malicious program
639,type,your keyboard,NA
640,run,your internet browser,browser sandbox
640,give,a secure uninterrupted browsing experience,a protective screen
640,act,the pc s operating system,malicious threat
640,reduce,the risk,unexpected or hidden malware attack
641,heal,enhanced parental control,parent
641,set,internet browsing control application control pc access control,NA
642,firewall,an essential antivirus security feature,your pc
642,keep,external threat,the internet
642,arise,network,your system
642,configure,protection,incoming and outgoing internet traffic
642,configure,our enhanced firewall,a firewall profile
642,set,network connection,such a home work
642,include,the stealth mode feature,hacker
643,give,multilayered virus protection,a combination
643,give,feature,such a antivirus antispyware
643,ensure,the best internet security,your pc
643,ensure,data,NA
644,enhance,malware protection detects,block spyware adware keyloggers riskware
644,enhance,other malware,NA
645,steal,malicious program,your keyboard
645,share,the information,hacker quick heal s anti keylogger feature
645,prevent,such program,your valuable data
646,avoid,rescanning file,the previous scan
646,folder,lesser time,your system
647,quick,heal dnascan technology,behavioral and characteristic inspection
647,combine,monitoring,unsafe program
647,protect,your pc,unknown malware
647,protect,other threat,NA
648,detect,known security vulnerability,hacker
648,steal,your data,your computer
648,infect,virus,malware
648,scan,your system,this feature detects vulnerability
648,scan,the operating system,o
648,fix,any vulnerability,the o
649,prevent,your confidential information,malicious program
649,record,spyware,keyloggers
649,suggest,this feature,a physical keyboard
649,use,whatever information,the virtual keyboard
649,reach,destination,hacker
649,intercept,malware,NA
650,scan,external storage device,usb
650,drive,autorun infection,NA
651,stop,unauthorized user,the system
651,run,safe mode,NA
652,protect,quick heal s running process,service
653,choose,this option,the security
653,affect,your pc,NA
654,set,a single computer,other computer
654,reinstall,the software,multiple computer configuration
655,fast,virus detection,removal
656,shield,several antivirus engine,NA
657,secure,internet browsing session,the online privacy
658,protection,your computer,any type
658,include,their encrypted and polymorphous variation,NA
659,real,your system,the safety
659,guarantee,your information,your work time
660,extended,support,compacted file
660,find,malwares,various type
660,find,archive,NA
661,provide,high speed,advanced technology
663,update,the virus database,your computer
663,protect,new virus,malware
665,automatic,downloads,regularly updated virus database
666,standalone,virus scanner,menu integration
666,click,microsoft window explorer,NA
667,addin,microsoft outlook,virus
667,remove,infected attachment,NA
668,identify,the signature,known malware
668,gain,a multi layered defence system,your pc
669,keep,your child,cyber bullying
669,expose,inappropriate content,peace
669,give,mind,NA
670,set,the feature,auto backup
671,protect,your computer,unwanted hacker
671,protect,identity thief,this first line
672,keep,junk mail,email scam
672,phishe,attempt virus,foreign language spam
673,check,the website,your search
673,know,which one,NA
674,get,your computer,bullguard s pc tune
674,remove,unnecessary file,your computer s performance
674,free,memory,NA
675,check,your computer,out dated software
675,date,hacker,virus
675,gain,access,your system damage
675,steal,personal information,NA
676,clear,protection status,your system
677,manage,main feature,one screen
678,protect,your system,NA
680,save,file,file manager
681,browse,real and virtual disk,registry
682,trust,program,real disk
683,allow,trusted service,NA
684,allow,all program,NA
685,create,custom group,client
686,mcafee,active protection technology,new and emerging threat
686,emerge,millisecond,virtually no gap
686,s,your protection,the competition threat
686,block,don t,regular update
687,detect,block and remove virus spyware adware,insidious program
687,tamper,your pc,NA
688,block,outsider,your pc
689,know,a website s risk,malware threat
689,stop,advanced phishing protection alert,your identity
689,steal,access,your financial information
689,provide,site rating,popular search engine
690,advanced,spam identification capability prevent spam,your inbox
691,rely,real time,threat
691,protect,your pc,fast subsequent full system
692,mean,le impact,your day
693,check,the status,your protection
693,monitor,how many threat,your security
693,manage,the mcafee home screen,NA
694,reserve,security scan,your pc
694,use,le disruption,NA
695,internet,filtering control,your child s online activity
697,take,the hassle,your most valuable digital file
697,instal,the backup process,your file
697,store,a secure remote online server,online backup
697,come,the option,NA
698,remove,junk file,your pc
699,need,sensitive file,NA
700,get,quick access,fragmented file
700,consolidate,folder,NA
701,protect,the system,malware infection
701,monitor,a file s execution replication relocation,other action
702,block,activex control,the user s consent
703,remove,hidden threat,malware
703,use,rootkit,NA
704,monitor,malware execution,periodic memory
705,assure,a stable system administration,minimum cpu
705,assure,memory,usage
705,usage,a multi threading technique,NA
706,develop,inca internet,an efficient malware response
706,provide,scanning,treatment
707,incorporate,a second globally recognized engine,lab checkmark
707,icsa,vb,the latest wild list virus
708,protect,the system,new unknown malware
709,protect,malware infection,intentional modification damage
711,recover,the damage,the system
712,hold,the largest korean malware database,NA
713,support,daily update,emergency update
713,support,an efficient malware threat correspondence,NA
714,prepare,emergency situation,new virus
715,protect,the product,unwanted option change
715,protect,deletion,an administrator password feature
716,encrypt,permanently delete file,sensitive information
716,prevent,information leakage,NA
717,send,malware suspicious file,the user s system
718,report,treatment failed file,a treatment
719,provide,a preview,the report
719,provide,the user,NA
720,antivirus,window,your pc
720,protect,any kind,threat
721,protect,your wi fi network,intruder
722,keep,your child,inappropriate content
723,shield,your money,most important data
724,backup,your file,NA
725,manage,your password,a single click
726,file,your confidential data,NA
727,file,shredder delete ,NA
728,optimize,your computer,peak performance
729,professional,security package,small network
729,professional,ideal supplement,business
729,use,the microsoft smallbusiness server,example
730,lead,detection,elimination
730,lead,virus worm trojan adware spyware,other malware
731,innovative,advanced heuristic analysis and detection technology,the detection
732,avira,rootkit detection protection,process
732,include,repair function,NA
734,protect,the avira smallbusiness suite configuration assistant,NA
735,update,a network wide administration,the avira security management center smc
736,intrusion,detection system,real time
737,startup,program,date
738,clean,ad stream,NA
739,virit,explorer lite,heuristic virus
739,scan,engine,virus detection
739,detect,a large percentage,new and unknown virus
739,analyze,antivirus researcher,c r
740,clean,the rootkit,gromozon linkoptimizer
741,detect,modified trojan,NA
742,detect,any modified variant,a particular build
742,modify,a trojan,NA
743,detect,trace,trojan
743,detect,the registry,NA
744,detect,trace,trojan
744,detect,configuration file,NA
745,detect,open trojan port,NA
746,find,whole class,trojan
746,use,advanced scanning technique,NA
747,guard,resident memory scanning,any trojan
748,liveupdate,utility,effortless ruleset
748,update,the internet,NA
749,process,list,detail
749,give,every running process,the system
749,include,the path,the actual executable file
750,accurate,removal,trojan
750,run,the trojan,another process
751,block,virus spyware worm,infection
751,prevent,your computer,NA
752,protect,spyware,dangerous link
752,identify,website social network email,instant messaging
753,detect,spam email,phishing scam
753,reveal,private personal information,NA
754,identify,safe and dangerous link,search engine
754,worry,online threat,NA
755,scan,installed program,potentially unwanted program pup
756,check,junk file,pup adware
756,create,spyware,NA
757,scan,window startup program service,driver
759,test,the host file,NA
760,test,startup file,several antivirus program
760,use,the virustotal com,NA
761,detect,virus malware,your home network
762,take,surprise,NA
763,play,maximum power,no interruption
764,remember,the rest,NA
765,make,the banking site,the one
766,steal,your detail,NA
767,stop,unwanted visitor,your privacy
768,keep,your inbox,NA
769,update,your software,NA
770,repair,no one,the file
771,ensure,the safety,your data
771,block,ransomware,other dangerous apps
772,get,award,multi layered security
772,win,desktop,laptop
773,stay,zero day vulnerability,deepguard
774,manage,automatic patch,your software
774,protect,known vulnerability,NA
775,enjoy,complete protection,minimal impact
775,enjoy,system performance,NA
776,augment,security,online banking
776,augment,other business critical transaction,NA
777,benefit,protection technology,next generation threat intelligence advanced machine learning technique
777,power,highly skilled cyber security expert,NA
778,fast,real time,online protection
778,fast,the immunet cloud,NA
780,include,quick scan,demand
780,include,access,NA
781,file,management protection,individual file
781,exclude,scan compressed file quarantine infected file,NA
782,clear,documentation,history report
783,compatible,existing antivirus software,an extra layer
785,protect,any type,internal mail server
786,dual,anti virus,engine
786,scan,high level,protection
788,monitor,internet,new threat
790,automatic,user authentication,internal mail server
791,minimal,configuration required work,the box
792,automatic,message,internal server
793,scan,further protection,NA
795,comprehensive,user system,domain level
796,flexible,comprehensive anti spam feature,NA
797,include,bayesian filter,phrase based check
799,protection,over known virus,NA
800,stop,acceptance,message
800,stop,mail server,NA
801,limit,number,domain
802,protect,multiple internal mail server,NA
803,individual,group user profile,NA
804,multi,platform window linux aix,solaris
806,protection,email,the shield deluxe
806,scan,email traffic,virus
806,accord,the protocol,imap
806,nntp,incoming mail,smtp
806,plug,microsoft outlook,microsoft outlook express mail database
807,scan,virus,real time
807,ensure,infected object,the computer s hard disk
808,designate,antivirus scanning user,antivirus
808,scan,critical area,the operating system
808,startup,object,that attention
808,focus,the most vulnerable area,the system
809,control,change,the file system
809,prevent,malicious program,the integrity
809,undermine,the application,NA
810,monitor,the activity,program
810,monitor,process,the computer s memory
810,launch,the same time,user
810,warn,any dangerous suspicious or hidden process,rootkits
811,create,hidden key,the registry
812,proactive,protection affords control,the operation
812,proactive,macro,visual basic
812,base,application,microsoft office document
812,block,dangerous macro command,NA
813,restore,malicious activity,the shield deluxe
813,roll,any change,malicious program
813,make,fast operating speed,NA
814,technology,accelerated antivirus,iswift and ichecker technology
814,scan,new and modified file,potentially dangerous object
814,scan,only antivirus ,time
814,suspend,increased user activity,your computer s resource
814,ensure,your use,NA
815,download,user pc,kilobyte
815,amount,the shield deluxe,our update
816,relentless,security software,dangerous email risky web content
816,block,online threat,virus trojan spyware
817,cyber,master,disguise mcafee active protection
817,look,suspicious material,your computer
818,block,bad guy,your personal information
818,sneak,this traffic cop,malicious software
818,gain,access,your pc
819,color,coded icon,your search result
819,click,which site,malicious code phish
819,install,your identity,NA
820,enjoy,your digital life,the limit
820,surf,shopping,minimal interruption
821,destroy,sensitive file,other user
821,donate,recycle,your pc
822,unused,application,browser file
822,cache,other junk,your pc mcafee quickclean software
822,remove,the clutter,your computer
822,keep,your digital life,NA
823,block,stealthy botnet software,your pc
823,connect,web address,this extra defense help
823,prevent,your computer,your personal information
823,send,internet crime network,NA
824,portable,storage device,their travel
824,spread,malicious code,system mcafee scan
824,block,this portable payload,virus trojan
824,block,worm,your pc
824,wriggle,your network,NA
825,get,mcafee protection,your system mcafee work
825,remove,infection,NA
826,doublescan,best award,virus detection
827,outbreakshield,immediate protection,new virus
829,rootkit,spyware dialers,backdoor
830,blocker,e mail,instant messaging
831,autopilot,transparent firewall protection,NA
832,use,thanks,new rule
834,expand,language blocker detects,ten different e mail language
835,block,offensive content,NA
836,keywort,filter,full text search
837,trace,eraser and data shredder,NA
838,block,banner pop ups,java vb
839,virus,defintions,NA
840,design,all new interface,easier use
840,configure,their need,NA
841,tune,a better scanning performance,the latest virus
841,detect,a new heuristic scan technology,maximum security
842,monitor,the system,any virus
842,enter,the activity,the internet
842,browse,the network,removable medium
842,use,cd,usb
842,ensure,any security threat,NA
843,improve,email,the latest technology
843,stop,infected email,the incoming port
843,reach,your inbox email scan configuration,first time user
844,instaupdate,feature,protector
844,download,the virus signature update,the background
844,disturb,the user,hourly update
844,provide,protection,the latest threat
845,assist,the support executive,proland software
845,provide,product support,the user system
845,investigate,the user friendly interface file,the virus analysis lab user
845,submit,the suspicious file,the system
845,startup,the file,the quarantine folder
845,move,every submission,a report
846,virus,database update,size
846,add,this emergency update,an outbreak
846,be,a virus,NA
847,protection,any threat,usb drive
848,protect,offline computer,NA
