id,verb,object,detail
497,setup,server address e g smtp gmail com account,password
498,click,self defined fast start bar button,NA
499,include,shutdown hibernate,restart
501,fast,low resource usage,NA
502,custom,form,special interface
502,custom,aero,NA
503,history,bookmark recording,management
504,print,print preview page setup,NA
505,tab,control,aero
507,security,info,the page
508,export,not limited browser cache,NA
509,export,http,ftp cooky
509,visit,other page,NA
510,export,file,mask
511,program,archive kb,NA
512,export,file,etype eserv format
514,small,standalone program,no installation need
514,run,flash disk,NA
515,tab,browser browse multiple web page,the same browser
517,use,no need install,NA
518,store,all kind,web page image
518,shockwave,flash file,NA
519,save,a page,just one click
520,add,the page,the ten most used folder
521,use,drag,the right click context menu
521,store,a page,NA
522,drag,a link,the inquiry band
522,save,the page,NA
523,drag,a selection,link
523,store,all page,the selection
524,append,the current page content,a selection
524,append,the page,another page
525,use,the auto,button
525,store,all page,a special folder
526,collect,information,compressed file saving disk space
527,aurora,native support,ad blocking
527,make,your experience,NA
528,shop,a product,the online store
528,be,better deal,NA
529,click,the pop up button,order
529,stick,the video,the front
529,browse,the web,NA
530,online,your favorite content,maxthon online favorite service
530,protect,your privacy,a shared computer
531,browse,all the web page,a tab
531,arrange,main window,your navigation
532,type,the keywords,address bar
532,perform,a search,a keyword
532,drop,your mouse,NA
533,clean,the web page,popup window
533,remove,ad content block,NA
534,customizable,plugins,skin filter pack multi language
535,monitor,your favorite site,NA
536,automatic,scheduled update,document
537,highlight,text,the page
539,alarm,your most important document,NA
540,fill,form search engine,NA
541,capture,internet site,script style flash
542,slow,your pc,NA
543,resume,interrupted downloadings web,ftp
544,keep,former version,document
545,eliminate,advertising,NA
546,display,downloads,progress
548,advanced,management cooky script activex,cs
549,group,property edition,document
550,detailed,display,the page parameter
550,detailed,information,NA
552,recycle,bin,accidentally deleted document
553,update,confirmation,NA
554,store,all kind,web page image
554,shockwave,flash file,NA
555,save,a page,just one click
556,add,the page,the ten most used folder
557,use,drag,the right click context menu
557,store,a page,NA
558,drag,a link,the inquiry band
558,save,the page,NA
559,drag,a selection,link
559,store,all page,the selection
560,append,the current page content,a selection
560,append,the page,another page
561,use,the auto,button
561,store,all page,a special folder
562,collect,information,compressed file saving disk space
565,zoom,pan power,every site
565,bring,view,NA
566,get,big screen browsing kylo,your tv
566,bring,computer,the ultimate content experience
566,enjoy,your favorite online show video music game,news
566,take,your hdtv,the web
567,find,the web content,the couch
568,kylo,wide open interface,your tv screen
568,s,a blown up web brower kylo,your favorite content
568,enjoy,don t waste time,list
568,hunt,link,unreadable text
569,need,another piece,equipment
569,clutter,your coffee table,kylo s onscreen keyboard
569,input,web address instant message,a classic qwerty interface
570,enjoy,text content,ten foot
570,re,the scen,online content
571,view,xml entity,NA
572,log,the http traffic,NA
573,modify,http header,query
574,modify,post request,NA
575,highlight,the xml syntax,NA
576,xml,syntax error,NA
577,support,basic http authentication,NA
578,text,size changer runecats,a text size changer
578,see,the text,NA
579,miniweb,runecats,famouse miniweb
580,search,drawer runecats,all main browser
580,notice,a search bar,a twist
580,have,a pop out drawer,search bar
580,save,lot,room
581,runetext,extention,tool
581,find,faster engine skin center button,NA
583,flash,ppai,systemwwide installation
584,address,bar,NA
585,erase,history,NA
586,search,bar,NA
587,download,location dialog,file
588,quick,important useful site,NA
589,allow,customization,homepage default search engine
590,show,splash screen,startup
591,multiple,tab,multiple window
592,view,online offline webpage,NA
593,menu,the bottom,the page
594,use,the pipelining method,some other trick
594,gain,more speed,NA
595,use,privoxy download,visiting addons
596,build,adblock,anti phishing
596,instal,privoxy,gt web browser
597,bookmark,history management,NA
599,support,downloads,the need
600,support,the latest version,java adobe flash player
601,print,web page,screen
602,perform,instant google search,a single click
603,manage,your favorite r feed,NA
604,browse,secure web page,total privacy
605,phishe,website,advanced protection
606,block,advert animation,NA
607,manage,your file downloads,NA
608,work,your favorite internet explorer,ons
609,customize,the browser interface,theme
609,customize,skin,NA
610,export,discovered email address,a file
611,view,atmosphere,NA
612,load,database,future reference
613,view,source code,web page
614,scan,the net,web page
615,import,your old database,hypernet
616,alter,your scanning preference,your crawl
616,expand,different pattern,NA
617,optimize,your database,faster search
618,exclude,page,search result
619,search,your database,information
619,get,detailed result,scanned web page
620,display,live explorer window,a environment
621,provide,easy manipulation,navigation
622,online,your favorite content,maxthon online favorite service
622,protect,your privacy,a shared computer
623,browse,all the web page,a tab
623,arrange,main window,your navigation
624,type,the keywords,address bar
624,perform,a search,a keyword
624,drop,your mouse,NA
625,clean,the web page,popup window
625,remove,ad content block,NA
626,customizable,plugins,skin filter pack multi language
627,go,trivial and messy tabbed browsing,an ultra streamline web navigation system
627,s,group,sort website
627,accord,their page,NA
628,browse,the internet,an unlimited number
628,use,web window,track
629,use,net ex pro advanced url website filtering management,unwanted ad
629,block,other annoyance,net ex pro advanced window popup management
629,block,the popup window,t
629,want,not the popup window,NA
630,delete,all your web browsing history,all your track
630,delete,all your private information,such a the web browsing history cooky internet cache internet address web query
630,block,website,what system
630,delete,the web,NA
631,integrated,net panel,all your favorite history r feed web session
631,combine,other plug,panel
631,manage,location,NA
632,get,instant access,web query
632,use,multiple search provider,the internet
632,use,the same time,more result
632,save,effort,the web
632,use,group search,multiple search engine
632,achieve,greater scope,your search result
633,update,any user intervention,the latest bug
634,customize,the color,the browser
635,set,a password,the application
636,lock,custom  screen,NA
637,build,language,english french italian german spanish russian
638,view,your internet history,NA
639,lock,your browser,a password
640,block,unwanted site,keywords
641,browse,product,NA
642,discover,the latest store coupon,NA
643,eliminate,the wait,surf
644,open,several link,NA
645,search,several  engine,NA
646,pin,page,NA
647,add,several page,NA
648,exchange,set,page
649,keep,pop ups,your way
650,view,multiple web page,the same window
650,view,tabbed window,NA
651,be,no limit,the same time
651,depend,your computer hardware,the content
651,have,site,an year old computer pentium pro mhz
652,open,multiple web site,one click
653,create,group,page
654,control,annoying popup window,NA
655,block,popup window,doesn t
655,interfere,the normal opening,a new window
656,filter,password protection,parental control
657,type,a word,phrase
657,type,the address bar,a search
657,use,your predetermined search engine,NA
658,clean,program shutdown,temporary internet file
658,type,url history,cooky temporary window file
659,resource,sharing,disk space
659,use,favorite history list,internet explorer
660,give,maximum space,your display
660,view,your web page menu toolbars,NA
661,online,your favorite content,maxthon online favorite service
661,protect,your privacy,a shared computer
662,browse,all the web page,a tab
662,arrange,main window,your navigation
663,type,the keywords,address bar
663,perform,a search,a keyword
663,drop,your mouse,NA
664,clean,the web page,popup window
664,remove,ad content block,NA
665,customizable,plugins,skin filter pack multi language
666,tabbed,web,almost any modern browser
666,browse,goona browser,a difference
666,hover,the mouse,the tab
666,hover,a thumbnail,window aero taskbar
667,history,a thumbnail,the page
667,recognize,a page thumbnail,much space
667,take,disk,jpeg format
667,save,a single file,a quicker access
668,powerful,advanced download manager,orbit or fdm support download pause
668,thread,various segment,one file
669,render,engine,the webpage gecko
669,show,webkit,NA
670,basic,twitter integration advanced integration,twitter
670,facebook,the future,NA
671,use,powerful control panel,NA
672,simple,powerful interface,many space
672,view,the website,smaller screen resolution
673,window,immersive ui and full metro ui,NA
674,support,site icon change,encryption level change
674,support,homepage,NA
676,support,all extension,NA
677,access,your favorite video site,a single click
678,download,video,site
678,include,youtube,NA
679,convert,video,a variety
679,convert,popular format,NA
680,browse,secure web page,total privacy
681,block,advert animation,NA
682,phishe,website,advanced protection
683,work,your favorite internet explorer,ons
684,perform,instant google search,a single click
685,manage,your file downloads,NA
686,customize,the browser interface,theme
686,customize,skin,NA
687,print,web page,screen
688,maximize,your screen real estate,slickscreen s unique non overlapping interface
689,work,web site side,ease
690,save,multi panel layout,slickscreen s multi panel bookmark
691,drop,link,one panel
691,drop,web productivity,NA
692,new,every slickscreen panel,traditional web browsing tab
693,render,engine,performance privacy
693,leverage,security,NA
694,use,dropbox,ubuntu
694,store,setting,data
694,access,your data,NA
695,manage,the gui,NA
696,print,the current page,NA
697,save,the current page,NA
698,record,browsing history,the history
699,centralize,notification system,somewhat reduced disturbance
700,bookmark,manager a,NA
701,close,all the tab,right
701,close,the current tab,NA
702,experimental,ad blocking support,enable
702,go,the preference dialog,NA
703,support,this feature,NA
704,custom,search expression,NA
705,support,firefox s firebug tool,NA
706,store,cooky,session
706,allow,the cooky,linux ryouko
706,perform,a shred v operation,the database
706,perform,added privacy,NA
707,support,private browsing mode,NA
709,open,new window,NA
710,zoom,functionality,NA
711,status,message,NA
712,tabbed,browsing,any respectable modern web browser
713,support,command line argument,a your default web browser
713,use,course,t
714,unlike,some browser,the same vein
714,understand,page request,link
714,open,new window,reduced functionality
714,open,new tab,NA
715,unlike,some other amateur project,sourceforge ryouko s git repository
716,work,the time,NA
717,face,an unsupported file type ryouko,the offending file
717,offend,your computer,NA
718,back,button,the previous resource
719,reload,the current resource,NA
720,cancel,the resource,some browser
721,return,the user s home page,NA
722,input,the uniform resource identifier uri,the desired resource
724,merged,the address bar,NA
725,display,progress,the resource
725,load,also the uri,link
727,base,a unique multi process,multi thread design exp web browser
728,create,search engine,your multiple search list
728,manage,a search,alias
729,set,exception filtering item,pop ups image java script activex
730,build,functionality,any r feed
730,read,just a easy a browsing a web page,NA
731,activate,this tool,image file activex object
731,download,script,NA
732,view,satellite image,direction capture map
732,get,preferable size,the street scene
732,view,a floating window,monitor
733,translate,a webpage,a foreign language
734,add,your own plug,java script
735,plug,the increase,NA
736,word,a web page,a search keywords
736,activate,search engine,your multiple search list
737,open,a link,the panel
738,e,any wb pag,a friend
739,set,a server address port number,your account info
740,activate,multiple accelerator,one click
741,get,date,content
741,set,a preferable auto refreshed frequency,NA
742,cooky,history,visited tab
742,cooky,input data,search keywords
744,switch,current window mode,double clicking
744,switch,a tab,hotkey
745,include,computer,tab
745,view,recent web page,NA
747,multi,pane design,backup file
748,preview,backup file pane,the content
748,preview,file,NA
749,refer,fast start genie,NA
750,own,function key bar,NA
753,plug,the increase,NA
754,move,panel,NA
755,set,related folder file program and web page,a a group
756,configure,a auto,NA
757,configure,auto,preferable frequency
758,switch,tab,NA
759,drop,file,a folder tab
759,drop,a zip tab,the opposite panel drag
759,drop,subfolders,a tab bar
760,open,a folder,a group
760,open,the left or right panel,NA
761,include,general tab status bar toolbar browser,the system layout
762,build,english traditional chinese,chinese spanish french german italian
763,configure,exp,NA
764,inquiry,various web file entire web page,document
764,import,your msie favorite,various format
764,share,friend,colleague
764,forget,cumbersome open and close dialog box,your stored page
765,access,inquiry,a button
765,click,the m internet explorer toolbar,inquiry sidebar
765,save,the page,your selected text
765,select,image,the inquiry sidebar
765,select,the internet explorer,menu entry
765,toolbar,the view menu,inquiry bar
766,drop,a selection,a web page
766,save,the selection,all page
767,inquiry,store page,the regular internet explorer
767,save,a feature,NA
768,search,all collected page,the search result
768,display,a separate tree folder,your stored item
768,divide,theme and purpose sort,the order
768,use,drag drop,standard ordering method
769,store,inquiry,the web site
769,browse,the page,NA
770,click,the feature link,inquiry
771,use,inquiry,stored page
771,email,a couple,a page
771,convert,a convenient format,such a html
771,reduce,the file size,a small executable file
771,include,a compact ie based browsing application,NA
772,meet,the need,professional researcher
772,meet,novice user researcher lawyer writer scholar professor student,just the casual shopper
772,collect,store,any type
772,manage,internet information,NA
773,eliminate,the concern,information
773,eliminate,the internet,control
773,put,the internet file,your hand
774,have,all necessary information,your local computer inquiry
774,gather,internet page,article
774,gather,your assignment,inquiry
774,save,all citation and reference information,your own reference style
774,store,each document,NA
775,compare,product,report
775,prepare,presentation,NA
776,search,the best price,a product
776,store,all the page,your leisure
777,organize,web site information,competitive product
777,organize,service,NA
778,use,inquiry,information
778,store,government site,a research site
779,study,a test,research
779,do,your class inquiry,a fast and easy way
779,find,save,the information
780,need,a fast and easy way,the information
780,analyze,the internet,inquiry
781,auto,mute,quick hide
783,increase,productivity,NA
784,retain,all function,the original browser
785,leaf,no trace,NA
786,online,your favorite content,maxthon online favorite service
786,protect,your privacy,a shared computer
787,browse,all the web page,a tab
787,arrange,main window,your navigation
788,type,the keywords,address bar
788,perform,a search,a keyword
788,drop,your mouse,NA
789,clean,the web page,popup window
789,remove,ad content block,NA
790,customizable,plugins,skin filter pack multi language
791,fast,internet,multi selected searching engine
791,search, mode,NA
792,hot,key ctrl c,an internet searching web image video news map
792,open,highlighted text,any time
793,scroll,low cpu usage,customized news ticker
793,customize,stock quote ticker,a news window
793,prompt,stock chart window,quick browsing
794,dock,ticker,your desktop
794,keep,an eye,stock market
794,entertain,computer,NA
795,open,multiple web browser window,low computer resource cost
796,tab,new window,NA
797,powerful,parser,most rfcs
798,render,scalable rfc length print,print preview
799,provide,a navigating tree,rfc
799,include,reference,NA
800,page,view,the rfc page
800,turn,the page,NA
801,organize,access,your favorite web page
801,organize,desktop file,one place
802,folder,file filtering,preview window
802,build,the system,NA
803,subscribe,r feed,a simple drag
803,drop,each feed,own window
803,view,flexible update function,NA
804,offer,a highly customizable interface,moreover feed generator user
804,define,their filter,information source
804,recieve,highly customizable information feed,their desktop
806,offer,a macro function,a sequence
806,play,internet action,this feature
806,replay,password,NA
807,isolate,your desktop internet favorite history,any folder
807,isolate,the folder tree section folder,toggle
808,search,the content,your r feed
811,xvast,support drm x protection,the protected premium content
812,s,trident engine,default
812,s,chakra,a patch
812,provide,the package,NA
813,respect,user privacy,a much higher level
813,respect,comparison,other country
814,compromise,your privacy,default example
814,include,third party cooky password autofill prediction text,NA
815,build,vpn,an encrypted tunnel
815,create,your computer,website
816,scan,virus,a database
816,update,real time file,red
817,rate,a large community,internet user
817,know,a site s reputation,the shield
817,look,the upper corner,NA
818,homescreen,your own personalized  centralizes news weather search,NA
819,customization,an extensive gallery,wallpaper
819,customize,the theme,your browser
819,customize,a the background,your homescreen
820,get,quick access,your favorite site
820,sort,profile,mood
820,call,the homescreen,NA
821,download,booster file ,traditional browser thanks
821,download,an advanced multi threading technology,NA
822,retain,all function,the original browser
823,launch,any carrier,NA
824,leave,no trace,NA
825,browse,complicated configuration option,NA
827,youtube,bing,google search button
829,online,your favorite content,maxthon online favorite service
829,protect,your privacy,a shared computer
830,browse,all the web page,a tab
830,arrange,main window,your navigation
831,type,the keywords,address bar
831,perform,a search,a keyword
831,drop,your mouse,NA
832,clean,the web page,popup window
832,remove,ad content block,NA
833,customizable,plugins,skin filter pack multi language
834,tabbed,mode,tree
835,top,site list and site directory explorer,NA
836,top,forum list,directory explorer
837,top,software list and software directory explorer,NA
838,support,pane top bottom right,these pane
838,divide,precise control,composite document
839,compile,a web archive,your window file system
839,collect,many document,all the site
839,contain,interest,that document
839,clutter,your favorite collection,screen
839,have,a document tab,the muddly mud file format
839,restore,your content,layout
839,restore,a file,a file attachment
839,send,e mail,NA
840,open,one or more r feed,the muddly tree browser
840,view,any page,a feed
840,open,more than one browser pane,more control
840,give,your favorite feed,any item
840,open,a new tab window or document feed,the document
840,save,a document,the other document content
841,work,your favorite,the fastest most convenient way
841,find,the page,just one view
841,s,the ame tory,your history
842,replace,the rich functionality,special feature
842,replace,internet explorer,a unique feature
842,own,your software inventory,NA
843,turn,the web,a well organised reference
843,organise,certain document,the time
843,need,the desktop,the system tray
844,look,a skin,your taste
844,suit,browsing feel,the ambience
845,save,a image file,NA
846,click,thumbnail image,page
847,protect,your child,the internet
848,analyze,any page,their list
849,desktop,lockdown,child
849,use,the kidsafe internet browser,window
850,history,area,your kid
850,have,access,safe area
851,help,child,math english
851,practice,science,NA
852,sandbox,area,kid
852,play,almost unlimited game,NA
853,put,time restriction,the internet
853,use,the mr pocketwatch feature,NA
854,unlimited,update auto update checker,NA
855,keep,child,only filtered internet
856,enable,the printer and search bar,NA
857,view,your child,the internet
857,use,day,NA
858,respect,user,their system
859,emulate,phone,tablet
860,url,scroll,desktop
861,blisk,refreshes,file change
862,debug,desktop,devtools
863,blisk,work,any ide language
863,blisk,framework,NA
864,make,instant html site,retrive other html site s code
864,make,more function,a calculator
864,replace,top shortcut,NA
866,send,mail,your email
867,occupy,your browsing space,NA
869,online,your favorite content,maxthon online favorite service
869,protect,your privacy,a shared computer
870,browse,all the web page,a tab
870,arrange,main window,your navigation
871,type,the keywords,address bar
871,perform,a search,a keyword
871,drop,your mouse,NA
872,clean,the web page,popup window
872,remove,ad content block,NA
873,customizable,plugins,skin filter pack multi language
874,allow,a large amount,compatability
875,build,theme,their advantage
876,build,bookmark and history manager,order
876,get,your favorite website,NA
877,allow,the user,NA
878,webskape,the same robust web technology,a microsoft internet explorer
879,design,public use,the o
879,lock,the keyboard,NA
880,access,a hidden control panel,the bottom left corner
880,leave,the screen,your pin number
881,train,a filter,all all the web site
881,block,the web site,NA
882,re,the softwa,the color background image
882,change,logo,NA
883,add,an optional touch keyboard,the cursor
